,fluid,field_name,operator,project_status,project_level,inplace,depth,temp,poro,perm,saturate,api_dens,visc,cap_cost,opr_cost,total_cost,avg_fluid_rate,location,region,NPV,PI
194,Gas,BERINGIN H,PT PERTAMINA EP,BOTH,E7. Production Not Viable,12.944,5666.0,97.79033169230499,0.2209286,165.1224,0.7004768,0.7119928,0.0,137.7276,15.56651,153.29411,13.79243,Jawa Barat,Jawa,28.61646,0.1866768397037564
195,Gas,BERINGIN H,PT PERTAMINA EP,BOTH,E7. Production Not Viable,12.944,5666.0,97.79033169230499,0.2209286,165.1224,0.7004768,0.7119928,0.0,137.7276,15.56651,153.29411,13.79243,Jawa Barat,Jawa,28.61646,0.1866768397037564
196,Gas,BETUN TENGGARA,PT PERTAMINA EP,BOTH,E7. Production Not Viable,106.724,6000.0,99.90886483255827,0.206441,1088.605,0.6878134,0.7165383,0.0,40.94339,147.6793,188.62269,6.458105,Jawa Barat,Jawa,34.34598,0.18208827368541927
197,Gas,DERAS,PT PERTAMINA EP,BOTH,E1. Production on Hold,87.741,6000.0,99.90886483255827,0.2324654,219.943,0.8085084,0.6547354,0.0,55.54258,18.76128,74.30386,5.280921,Jawa Barat,Jawa,18.97862,0.2554190320664364
198,Gas,GAMBARSARI,PT PERTAMINA EP,BOTH,E7. Production Not Viable,4.105,6755.0,104.43970437951201,0.1864818,1148.967,0.5995139,0.819289,0.0,359.3751,466.0526,825.4277,12.09815,Jawa Barat,Jawa,22.91031,0.027755683508077087
199,Gas,KAMBUNA,PT PERTAMINA EP,BOTH,E7. Production Not Viable,82.0,5269.0,95.16790709653218,0.1906884,146.6241,0.5159578,0.8277056,0.0,38.38121,25.94861,64.32982,22.65331,Jawa Barat,Jawa,15.02112,0.23350166376961726
200,Gas,PABUARAN,PT PERTAMINA EP,BOTH,E7. Production Not Viable,0.061,5712.0,64.9,0.2118391,169.4607,0.7490153,0.6829144,0.0,239.5458,68.84752,308.39332,8.190641,Jawa Barat,Jawa,166.3811,0.5395094160924108
201,Gas,PAMANUKAN SELATAN,PT PERTAMINA EP,BOTH,E7. Production Not Viable,43.598,5512.0,96.78715686927903,0.2476023,237.7603,0.8006387,0.9430282,0.0,338.4096,4.606419,343.01601900000003,66.97774,Jawa Barat,Jawa,22.90543,0.06677656065969326
202,Gas,PEMAAT SELATAN,PT PERTAMINA EP,BOTH,E1. Production on Hold,3.91,5000.0,93.31992955040015,0.31687,160.4861,0.6666092,0.8494478,0.0,9.445111,0.8006178,10.2457288,9.257865,Jawa Barat,Jawa,82.21818,8.02462973644198
203,Gas,PIRETRIUM,PT PERTAMINA EP,BOTH,E1. Production on Hold,2.362,3000.0,77.082998491021,0.2441801,340.8867,0.6520944,0.6573509,0.0,158.5531,463.3863,621.9394,21.67768,Jawa Barat,Jawa,58.82555,0.09458405433069525
204,Gas,SALAWATI O,PT PERTAMINA EP,BOTH,E1. Production on Hold,36.34,9000.0,116.27795192533303,0.1494072,20.94522,0.7963972,0.8031358,0.0,30.84438,17.19681,48.04119,1.174123,Jawa Barat,Jawa,2.51016,0.05225016282902235
205,Gas,SUKAMAJU,PT PERTAMINA EP,BOTH,E5. Development Unclarified,61.857,6916.0,105.3643183564631,0.2372444,159.4986,0.8196984,0.6248093,0.0,10.88966,249.3551,260.24476,75.1888,Jawa Barat,Jawa,109.4304,0.42049031073670806
206,Gas,SUKATANI,PT PERTAMINA EP,BOTH,E7. Production Not Viable,28.468,4777.0,91.7402074648776,0.3226306,160.4861,0.7279233,0.7746534,0.0,87.46438,151.0785,238.54288,4.355254,Jawa Barat,Jawa,376.2889,1.5774476270262185
207,Gas,TUNGKAM,PT PERTAMINA EP,BOTH,E7. Production Not Viable,24.081,5466.0,96.48411134747627,0.1907561,146.6241,0.5332868,0.8277056,0.0,132.6637,17.14368,149.80738,4.844604,Jawa Barat,Jawa,199.5587,1.332101929824819
208,Gas,WAMPU,PT PERTAMINA EP,BOTH,E5. Development Unclarified,88.403,7762.0,154.0,0.2870567,86.86247,0.6059051,0.7500017,0.0,31.28266,2.152356,33.435016,61.52549,Jawa Barat,Jawa,30.97902,0.9265441954626252
209,Gas,WAMPU,PT PERTAMINA EP,BOTH,E1. Production on Hold,88.403,7762.0,154.0,0.2870567,86.86247,0.6059051,0.7500017,0.0,31.28266,2.152356,33.435016,61.52549,Jawa Barat,Jawa,30.97902,0.9265441954626252
210,Gas,SOUTH MAHAKAM,PT PERTAMINA HULU MAHAKAM,BOTH,E6. Further Development,1115.0,10807.5,135.3,0.1832515,61.57678,0.7777186,0.7798384,0.0,1.927796,42.14913,44.076926,17.15965,Selat Makasar,Kalimantan,119.1603,2.70346212437773
211,Gas,SOUTH MAHAKAM,PT PERTAMINA HULU MAHAKAM,BOTH,E8. Further Development Not Viable,1115.0,10807.5,135.3,0.1832515,61.57678,0.7777186,0.7798384,0.0,1.927796,42.14913,44.076926,17.15965,Selat Makasar,Kalimantan,119.1603,2.70346212437773
212,Gas,SOUTH MAHAKAM,PT PERTAMINA HULU MAHAKAM,BOTH,E0. On Production,1115.0,10807.5,135.3,0.1832515,61.57678,0.7777186,0.7798384,0.0,1.927796,42.14913,44.076926,17.15965,Selat Makasar,Kalimantan,119.1603,2.70346212437773
213,Gas,KENANGA,PT GREGORY GAS PERKASA,ONSHORE,E2. Under Development,272.0,5500.0,96.70825457257487,0.2191516,184.5793,0.5135043,0.7392845,0.0,17.8019,1.189915,18.991815,53.27605,Jambi,Sumatera,12.15387,0.6399530534601353
214,Gas,CANTIK,PT. SELE RAYA BELIDA,ONSHORE,E2. Under Development,18.8,4275.0,88.00677819973974,0.2804373,814.5703,0.599272,0.8417832,0.0,26.04239,12.03072,38.07311,14.98789,Sumatera Selatan,Sumatera,4.774073,0.12539225190692327
215,Gas,ROABIBA,BP BERAU LTD.,OFFSHORE,E2. Under Development,685.996,11170.0,128.70000000000002,0.1141224,179.5616,0.7578117,0.7198746,0.0,162.0957,20.82882,182.92452,68.01707,Teluk Berau,Timur,157.481,0.8609070014233192
216,Gas,WIRIAGAR DEEP,BP BERAU LTD.,OFFSHORE,E2. Under Development,2604.391,8735.0,116.05000000000001,0.1261581,250.5103,0.7742893,0.7053734,0.0,298.0252,2726.074,3024.0992,30.3366,Papua Barat,Timur,1073.954,0.3551318686900218
217,Gas,TUTUNG,STARBORN ENERGY BONTANG PTE. LTD.,BOTH,E5. Development Unclarified,41.566,10315.0,122.36578858979632,0.1706626,43.3609,0.7802863,0.8098195,0.0,42.14107,29.71094,71.85201,78.86079,Selat Makasar,Kalimantan,18.4416,0.2566608783804378
218,Gas,JAMBARAN TIUNG BIRU,EXXONMOBIL CEPU LTD.,ONSHORE,E2. Under Development,1965.4,4000.0,85.84414419803454,0.2007177,167.6524,0.6446286,0.7820159,0.0,158.2024,7.564572,165.766972,67.93264,Jawa Timur,Jawa,143.2444,0.8641311249867073
219,Gas,SOUTH MAHAKAM,PT PERTAMINA HULU MAHAKAM,BOTH,E2. Under Development,1115.0,10807.5,135.3,0.1832515,61.57678,0.7777186,0.7798384,0.0,1.927796,42.14913,44.076926,17.15965,Selat Makasar,Kalimantan,119.1603,2.70346212437773
220,Gas,SOUTH MAHAKAM,PT PERTAMINA HULU MAHAKAM,BOTH,E5. Development Unclarified,1115.0,10807.5,135.3,0.1832515,61.57678,0.7777186,0.7798384,0.0,1.927796,42.14913,44.076926,17.15965,Selat Makasar,Kalimantan,119.1603,2.70346212437773
221,Gas,PANTAI,PT PERTAMINA HULU KALIMANTAN TIMUR,OFFSHORE,E2. Under Development,44.054,2523.0,72.24657475124619,0.2618117,595.6729,0.6041095,0.8382971,0.0,53.53353,264.322,317.85553,72.31319,Selat Makasar,Kalimantan,27.89167,0.08774951941216817
222,Gas,SAPI,PT PERTAMINA HULU KALIMANTAN TIMUR,OFFSHORE,E2. Under Development,201.0,8250.0,112.55295308197896,0.1820882,58.2107,0.6009694,0.819289,0.0,55.90171,35.02018,90.92189,64.21008,Selat Makasar,Kalimantan,12.30058,0.13528733289640152
223,Gas,SETURIAN,PT PERTAMINA HULU KALIMANTAN TIMUR,OFFSHORE,E2. Under Development,141.018,7100.0,106.40467283715252,0.2234726,93.64886,0.5616331,0.6433482,0.0,129.8456,11.76008,141.60567999999998,32.92207,Selat Makasar,Kalimantan,149.9563,1.0589709395837796
224,Gas,MERAKES,ENI EAST SEPINGGAN LTD.,OFFSHORE,E2. Under Development,1441.0,9000.0,116.27795192533303,0.1909883,146.6241,0.8547627,0.8277056,0.0,39.64548,109.3242,148.96968,67.92367,Selat Makasar,Kalimantan,2376.901,15.955602509181732
225,Gas,MELIWIS,SANTOS (MADURA OFFSHORE) PTY. LTD.,OFFSHORE,E2. Under Development,70.8,2986.0,70.5,0.301999,57.95309,0.6242964,0.5996111,0.0,98.63638,57.80885,156.44523,1.326933,Laut Jawa,Jawa,50.40084,0.32216284254879485
226,Gas,MADURA MBH,HUSKY-CNOOC MADURA LTD.,BOTH,E2. Under Development,162.805,5000.0,93.31992955040015,0.3218335,160.4861,0.6991754,0.7746534,0.0,129.8456,11.76008,141.60567999999998,26.10462,Laut Jawa,Jawa,145.6269,1.0283973072266595
227,Gas,MADURA MDA,HUSKY-CNOOC MADURA LTD.,BOTH,E2. Under Development,458.0,3077.0,57.75000000000001,0.4335742,206.9262,0.7095627,0.6189399,0.0,43.33779,28.35621,71.694,29.02141,Laut Jawa,Jawa,7.728772,0.10780221496917454
228,Gas,SISI NUBI,PT PERTAMINA HULU MAHAKAM,BOTH,E2. Under Development,4155.0,8200.0,110.55000000000001,0.1797476,727.6804,0.5998836,0.7682066,0.0,9.954061,1.940063,11.894124,165.6952,Selat Makasar,Kalimantan,204.4658,17.19048834533758
229,Gas,SUMPAL,CONOCOPHILLIPS (GRISSIK) LTD.,ONSHORE,E0. On Production,1550.0,7060.0,155.65,0.05562946,8.822358,0.2834989,1.447611,0.0,296.0807,20.03209,316.11278999999996,15.77178,Sumatera Selatan,Sumatera,143.4759,0.4538756562175166
230,Gas,SUMPAL,CONOCOPHILLIPS (GRISSIK) LTD.,ONSHORE,E0. On Production,1550.0,7060.0,155.65,0.05562946,8.822358,0.2834989,1.447611,0.0,296.0807,20.03209,316.11278999999996,15.77178,Sumatera Selatan,Sumatera,143.4759,0.4538756562175166
231,Gas,BONGE,ENERGY EQUITY EPIC (SENGKANG) PTY. LTD.,ONSHORE,E2. Under Development,10.0,1929.0,51.425000000000004,0.2696132,212.0735,0.8867512,0.7615536,0.0,33.31351,5.153862,38.467372,8.196587,Sulawesi Selatan,Timur,177.897,4.624620574548217
232,Gas,SAMPI-SAMPI,ENERGY EQUITY EPIC (SENGKANG) PTY. LTD.,ONSHORE,E2. Under Development,63.0,2424.0,51.425000000000004,0.2661308,74.64626,0.804773,0.8193384,0.0,181.0448,401.8083,582.8531,24.58886,Sulawesi Selatan,Timur,125.6408,0.21556169127349584
233,Gas,WALANGA,ENERGY EQUITY EPIC (SENGKANG) PTY. LTD.,ONSHORE,E2. Under Development,139.0,2387.0,51.425000000000004,0.3051716,155.3607,0.8754361,0.8423855,0.0,73.7767,24.50903,98.28573,67.89967,Sulawesi Selatan,Timur,27.62122,0.28102980971907116
234,Gas,WIRIAGAR DEEP,BP WIRIAGAR LTD.,ONSHORE,E2. Under Development,2604.391,8735.0,116.05000000000001,0.1261581,250.5103,0.7742893,0.7053734,0.0,298.0252,2726.074,3024.0992,30.3366,Papua Barat,Timur,1073.954,0.3551318686900218
235,Gas,ALAS DARA KEMUNING,PT PERTAMINA EP CEPU ADK,ONSHORE,E3. Justified for Development,16.61,4203.0,87.44918178614968,0.3534551,884.4135,0.6278563,0.7746674,0.0,60.03204,16.14602,76.17806,63.36438,Jawa Tengah,Jawa,33.84024,0.4442255421049053
236,Gas,OFAWERI,BP BERAU LTD.,OFFSHORE,E3. Justified for Development,679.87,9780.0,110.55000000000001,0.09796181,237.8528,0.7860765,0.6815246,0.0,158.1446,36.35214,194.49674,39.85237,Teluk Berau,Timur,158.0634,0.8126789168805606
237,Gas,WIRIAGAR DEEP,BP BERAU LTD.,OFFSHORE,E3. Justified for Development,2604.391,8735.0,116.05000000000001,0.1261581,250.5103,0.7742893,0.7053734,0.0,298.0252,2726.074,3024.0992,30.3366,Papua Barat,Timur,1073.954,0.3551318686900218
238,Gas,LENGO,KRISENERGY (SATRIA) LTD.,OFFSHORE,E3. Justified for Development,589.052,2383.0,63.25000000000001,0.2775488,269.4337,0.4695904,0.7849308,0.0,34.50609,629.3335,663.8395899999999,38.11325,Laut Jawa,Jawa,275.9544,0.4156943999076645
239,Gas,MAKO,WEST NATUNA EXPLORATION LTD.,OFFSHORE,E3. Justified for Development,893.0,1250.0,55.549934796073416,0.2774937,269.4337,0.6480271,0.8417832,0.0,113.3358,14.18307,127.51887,17.15965,Laut Cina Utara,Sumatera,44.57947,0.34959116246873895
240,Gas,ASAP,GENTING OIL KASURI PTE. LTD.,ONSHORE,E3. Justified for Development,1504.29,14750.0,139.88843149010285,0.123432,193.0441,0.7500775,0.7917084,0.0,298.0252,2700.701,2998.7262,67.99419,Papua Barat,Timur,605.2802,0.20184577038077034
241,Gas,KIDO,GENTING OIL KASURI PTE. LTD.,ONSHORE,E3. Justified for Development,208.96,14500.0,138.9964578914287,0.2220444,216.8175,0.9214472,0.7147052,0.0,74.00115,24.65311,98.65426,25.41256,Papua Barat,Timur,11.08052,0.11231669063251805
242,Gas,MERAH,GENTING OIL KASURI PTE. LTD.,ONSHORE,E3. Justified for Development,583.73,14500.0,138.9964578914287,0.2191993,603.5801,0.9021596,0.7392845,0.0,170.3566,7.296365,177.652965,45.36073,Papua Barat,Timur,235.2589,1.3242610389305915
243,Gas,PEUSANGAN B,ZARATEX N.V.,BOTH,E3. Justified for Development,167.101,6451.0,102.6555101828248,0.3335728,325.2355,0.7871481,0.7776215,0.0,28.3182,23.54062,51.85882,3.703485,Selat Makasar,Kalimantan,34.5635,0.6664922186814123
244,Gas,MAC,HUSKY-CNOOC MADURA LTD.,BOTH,E3. Justified for Development,159.6,3250.0,79.42671121977969,0.2603845,176.0073,0.6546782,0.7780957,0.0,25.90075,2.408413,28.309162999999998,25.039,Laut Jawa,Jawa,27.72543,0.9793800685664921
245,Gas,ABADI,INPEX MASELA LTD.,OFFSHORE,E3. Justified for Development,26336.0,12631.23,150.3865,0.2248768,273.6423,0.8972397,0.7946572,0.0,185.9839,127.8669,313.8508,148.4289,Laut Timor,Timur,862.5497,2.7482794372357824
246,Gas,BAMBU GUNUNG,PT PERTAMINA EP,BOTH,E5. Development Unclarified,101.6,8250.0,112.55295308197896,0.1809049,53.78799,0.5811311,0.819289,0.0,86.26294,43.39462,129.65756,69.30984,Jawa Barat,Jawa,232.0898,1.7900213454579896
247,Gas,KARANG MAKMUR,PT PERTAMINA EP,BOTH,E3. Justified for Development,1.37,5299.0,95.37030934472901,0.1976988,165.1927,0.5473865,0.7808007,0.0,359.2983,262.2092,621.5074999999999,13.98494,Jawa Barat,Jawa,89.38012,0.14381181240773444
248,Gas,TAMBORA,PT PERTAMINA HULU MAHAKAM,BOTH,E8. Further Development Not Viable,4155.0,10398.0,88.55000000000001,0.1716361,477.505,0.7793997,0.8060088,0.0,3.941961,1.768515,5.710476,151.504,Selat Makasar,Kalimantan,97.83991,17.133407092508577
249,Gas,MALEORAJA,PT PERTAMINA EP,BOTH,E3. Justified for Development,21.0,6975.0,105.6997769253579,0.230322,297.399,0.798608,0.6547354,0.0,44.52336,12.98905,57.512409999999996,74.94104,Jawa Barat,Jawa,162.4292,2.8242461061882125
250,Gas,TAMBORA,PT PERTAMINA HULU MAHAKAM,BOTH,E8. Further Development Not Viable,1895.0,10398.0,88.55000000000001,0.1737006,478.4951,0.7793997,0.8367697,0.0,1.578017,1.76078,3.338797,65.69251,Selat Makasar,Kalimantan,2.044475,0.6123388154475998
251,Gas,MINAHAKI,PT PERTAMINA EP,BOTH,E3. Justified for Development,98.91,6026.0,100.07065123823796,0.2210464,202.968,0.7989899,0.7119928,0.0,87.46438,26.10722,113.5716,7.681509,Jawa Barat,Jawa,234.1517,2.0617099697459578
252,Gas,TAMBORA,PT PERTAMINA HULU MAHAKAM,BOTH,E0. On Production,1895.0,10398.0,88.55000000000001,0.1737006,478.4951,0.7793997,0.8367697,0.0,1.578017,1.76078,3.338797,65.69251,Selat Makasar,Kalimantan,2.037828,0.6103479786282305
253,Gas,SALAWATI N,PT PERTAMINA EP,BOTH,E3. Justified for Development,45.6,9331.0,102.0,0.126997,250.5103,0.5701074,0.6534203,0.0,132.6364,38.89122,171.52762,56.74895,Jawa Barat,Jawa,61.46638,0.3583468365036488
254,Gas,TAMBORA,PT PERTAMINA HULU MAHAKAM,BOTH,E2. Under Development,1895.0,10398.0,88.55000000000001,0.1737006,478.4951,0.7793997,0.8367697,0.0,1.578017,1.76078,3.338797,65.69251,Selat Makasar,Kalimantan,2.037828,0.6103479786282305
255,Gas,SIMPANG TUAN,PT PERTAMINA EP,BOTH,E3. Justified for Development,16.388,2103.0,67.48795717561019,0.2677442,192.4472,0.680842,0.7615536,0.0,32.91079,7.008065,39.918855,0.3584978,Jawa Barat,Jawa,12.41523,0.31101167606134994
256,Gas,TAMBORA,PT PERTAMINA HULU MAHAKAM,BOTH,E5. Development Unclarified,1895.0,10398.0,88.55000000000001,0.1737006,478.4951,0.7793997,0.8367697,0.0,1.578017,1.76078,3.338797,65.69251,Selat Makasar,Kalimantan,2.037828,0.6103479786282305
257,Gas,SINAMAR,PT RIZKI BUKIT BARISAN ENERGI,ONSHORE,E3. Justified for Development,384.37,5000.0,45.0,0.2018375,73.09889,0.5004222,0.7726077,0.0,40.94339,23.88237,64.82576,25.83656,Sumatera Barat,Sumatera,46.79922,0.7219231984322281
258,Gas,KARAMBA,PT PANDAWA PRIMA LESTARI,ONSHORE,E3. Justified for Development,77.32,4100.0,52.800000000000004,0.2973302,235.6735,0.4896842,0.7350604,0.0,32.91079,5.174819,38.085609,2.196817,Kalimantan Timur,Kalimantan,82.65231,2.170171678231534
259,Gas,WIRIAGAR DEEP,BP WIRIAGAR LTD.,ONSHORE,E3. Justified for Development,2604.391,8735.0,116.05000000000001,0.1261581,250.5103,0.7742893,0.7053734,0.0,298.0252,2726.074,3024.0992,30.3366,Papua Barat,Timur,1073.954,0.3551318686900218
260,Gas,BENTU,EMP BENTU LTD.,ONSHORE,E4. Production Pending,36.0,4161.0,87.12115248993803,0.2327154,254.7805,0.5861859,0.6547354,0.0,348.5782,3.860922,352.439122,14.78487,Riau,Sumatera,0.2215582,0.0006286424694929299
261,Gas,TERUSAN,EMP BENTU LTD.,ONSHORE,E4. Production Pending,28.3,1500.0,59.47208654932527,0.3050146,155.3607,0.6798105,0.8423855,0.0,141.8348,461.4813,603.3161,26.95892,Riau,Sumatera,199.5587,0.33076972419598943
262,Gas,NORTH BETARA EXTENSION,PETROCHINA INTERNATIONAL JABUNG LTD.,ONSHORE,E4. Production Pending,20.31,4275.0,88.00677819973974,0.3336299,325.2355,0.6991754,0.7776215,0.0,34.43064,6.672631,41.103271,21.28564,Jambi,Sumatera,227.6714,5.539009291985546
263,Gas,BARU,EMP KORINCI BARU LTD.,ONSHORE,E4. Production Pending,26.9,1356.0,52.25000000000001,0.3836547,537.7126,0.6756448,0.7697566,0.0,70.2475,17.46987,87.71737,9.326689,Riau,Sumatera,16.99143,0.1937065600576032
264,Gas,KORINCI,EMP KORINCI BARU LTD.,ONSHORE,E4. Production Pending,13.3,933.0,56.1,0.4171221,98.05269,0.4007422,0.5891273,0.0,16.74469,10.67043,27.415119999999998,1.612921,Riau,Sumatera,7.47131,0.27252516129785315
265,Gas,PERAK,EMP KORINCI BARU LTD.,ONSHORE,E4. Production Pending,22.1,4275.0,88.00677819973974,0.3542828,67.91208,0.6278563,0.7746674,0.0,33.50779,8.332253,41.840043,74.4128,Riau,Sumatera,163.1564,3.8995275411165324
266,Gas,WEST BARU,EMP KORINCI BARU LTD.,ONSHORE,E4. Production Pending,5.8,4275.0,88.00677819973974,0.3386388,126.3486,0.6991754,0.7746674,0.0,33.50779,3.985723,37.493513,7.587398,Riau,Sumatera,165.7225,4.42003127314317
267,Gas,KEPODANG,PC MURIAH LTD.,OFFSHORE,E4. Production Pending,148.3,2600.0,69.30000000000001,0.3066312,942.7424,0.4839309,0.6064649,0.0,28.03302,215.9715,244.00451999999999,82.31956,Laut Jawa,Jawa,487.0301,1.9959880251398623
268,Gas,BZN,PT PERTAMINA HULU ENERGI OFFSHORE NORTH WEST JAVA,OFFSHORE,E4. Production Pending,23.0,3775.0,84.0044226961409,0.3028645,122.0364,0.7033963,0.8423855,0.0,26.64487,1.909814,28.554684,2.514091,Jawa Barat,Jawa,22.41378,0.784942323297992
269,Gas,PASE B,TRIANGLE PASE INC.,ONSHORE,E4. Production Pending,93.99,8250.0,112.55295308197896,0.1577967,122.5359,0.5663427,0.8034328,0.0,34.50609,19.13933,53.64542,14.47782,Aceh,Sumatera,223.5748,4.167640033389617
270,Gas,PASE B,TRIANGLE PASE INC.,ONSHORE,E4. Production Pending,93.99,8250.0,112.55295308197896,0.1577967,122.5359,0.5663427,0.8034328,0.0,34.50609,19.13933,53.64542,14.47782,Aceh,Sumatera,223.5748,4.167640033389617
271,Gas,BERNAI,PT PERTAMINA EP,BOTH,E4. Production Pending,46.203,4291.0,88.12988892914878,0.2171949,707.4821,0.5501992,0.7134582,0.0,30.84438,10.0907,40.93508,2.427604,Jawa Barat,Jawa,24.0914,0.5885270042222954
272,Gas,TALANG GULA,PT PERTAMINA EP,BOTH,E4. Production Pending,21.073,6037.0,118.0,0.2219801,244.1175,0.7815733,0.7999661,0.0,70.2475,17.46987,87.71737,16.20861,Jawa Barat,Jawa,74.39234,0.8480913187433686
273,Gas,TREMBUL,PT PERTAMINA EP,BOTH,E4. Production Pending,6.92,2825.0,75.36868386832776,0.2556504,56.13301,0.5956129,0.8130814,0.0,16.74469,10.67043,27.415119999999998,1.304866,Jawa Barat,Jawa,18.93756,0.6907706404349134
274,Gas,PENINKI FIELD,PT MEDCO E&P TARAKAN,ONSHORE,E4. Production Pending,3.074,3002.115,51.150000000000006,0.2723931,162.2879,0.2742024,0.8365216,0.0,16.35082,15.18991,31.540729999999996,0.4470183,Kalimantan Timur,Kalimantan,2.688041,0.08522443836905488
275,Gas,BAYAN A,MANHATTAN KALIMANTAN INVESTMENT PTE. LTD.,OFFSHORE,E4. Production Pending,49.35,7400.0,81.95,0.1777366,137.4438,0.5262812,0.7974546,0.0,347.0975,28.58821,375.68571000000003,21.0785,Kalimantan Timur,Kalimantan,9.310729,0.024783292928549236
276,Gas,SOUTH SEBUKU,PT MEDCO E&P BENGARA,ONSHORE,E5. Development Unclarified,18.6,1353.0,75.9,0.3518044,884.4135,0.7174994,0.6219717,0.0,64.42491,12.78073,77.20564,7.511965,Kalimantan Timur,Kalimantan,7.216869,0.09347592999682407
277,Gas,GANDANG,CHEVRON GANAL LTD.,OFFSHORE,E5. Development Unclarified,831.0,12000.0,79.2,0.1243581,193.0441,0.5850981,0.7731228,0.0,213.2415,8.901,222.1425,78.05594,Selat Makasar,Kalimantan,206.0364,0.9274965393835037
278,Gas,GEHEM,CHEVRON GANAL LTD.,OFFSHORE,E5. Development Unclarified,865.9,10000.0,120.95388620255649,0.1552402,253.5219,0.7754457,0.8034328,0.0,0.6878641,25.97858,26.6664441,441.7516,Selat Makasar,Kalimantan,16.93523,0.6350764255066165
279,Gas,GENDALO,CHEVRON GANAL LTD.,OFFSHORE,E5. Development Unclarified,1835.8,11500.0,127.447980597277,0.1134122,179.5616,0.7578117,0.7977383,0.0,171.051,128.0606,299.11159999999995,5.13577,Selat Makasar,Kalimantan,152.9027,0.5111894690811056
280,Gas,ANGGOR,EMP GEBANG LTD.,BOTH,E5. Development Unclarified,1307.957,11030.72,206.811,0.1254657,81.84718,0.4964705,0.71337,0.0,63.0881,48.86065,111.94874999999999,17.07489,Selat Malaka,Sumatera,242.2884,2.1642796368874153
281,Gas,BEKAPAI,PT PERTAMINA HULU MAHAKAM,BOTH,E5. Development Unclarified,7135.0,6383.0,76.45,0.2012669,619.7617,0.6813745,0.7837487,0.0,7.269243,15.76542,23.034663000000002,15.83387,Selat Makasar,Kalimantan,3.810051,0.16540511141838715
282,Gas,SISI NUBI,PT PERTAMINA HULU MAHAKAM,BOTH,E5. Development Unclarified,4155.0,8200.0,110.55000000000001,0.1797476,727.6804,0.5998836,0.7682066,0.0,2.601891,54.02279,56.624681,759.7676,Selat Makasar,Kalimantan,99.94642,1.7650681334522662
283,Gas,SISI NUBI,PT PERTAMINA HULU MAHAKAM,BOTH,E5. Development Unclarified,4155.0,8200.0,110.55000000000001,0.1797476,727.6804,0.5998836,0.7682066,0.0,2.601891,54.02279,56.624681,759.7676,Selat Makasar,Kalimantan,99.94642,1.7650681334522662
284,Gas,TUNU,PT PERTAMINA HULU MAHAKAM,BOTH,E5. Development Unclarified,18882.0,10780.0,81.4,0.2997081,483.3291,0.8025897,0.630865,0.0,215.8092,127.7341,343.5433,760.0534,Selat Makasar,Kalimantan,190.0903,0.553322681595013
285,Gas,GEHEM,CHEVRON RAPAK LTD.,OFFSHORE,E5. Development Unclarified,799.0,10000.0,120.95388620255649,0.1552402,253.5219,0.7754457,0.8034328,0.0,158.1967,22.83798,181.03467999999998,69.43042,Selat Makasar,Kalimantan,171.89,0.9494865845593784
286,Gas,OFAWERI,BP BERAU LTD.,OFFSHORE,E7. Production Not Viable,679.87,9780.0,110.55000000000001,0.09796181,237.8528,0.7860765,0.6815246,0.0,158.1466,36.35001,194.49661,67.95611,Teluk Berau,Timur,158.0634,0.8126794600687385
287,Gas,ROABIBA,BP BERAU LTD.,OFFSHORE,E7. Production Not Viable,685.996,11170.0,128.70000000000002,0.1141224,179.5616,0.7578117,0.7198746,0.0,30.5512,37.09669,67.64789,75.521,Teluk Berau,Timur,18.20075,0.26905125939626495
288,Gas,VORWATA,BP BERAU LTD.,OFFSHORE,E7. Production Not Viable,4817.1,12845.0,123.20000000000002,0.1186432,155.9794,0.8418816,0.7198746,0.0,8.345434,2564.905,2573.250434,150.9173,Teluk Berau,Timur,202.9881,0.07888392723768603
289,Gas,WIRIAGAR DEEP,BP BERAU LTD.,OFFSHORE,E7. Production Not Viable,2604.391,8735.0,116.05000000000001,0.1261581,250.5103,0.7742893,0.7053734,0.0,60.78967,2725.105,2785.89467,758.9892,Papua Barat,Timur,351.127,0.1260374283999761
290,Gas,CARAT,LAPINDO BRANTAS INC.,BOTH,E7. Production Not Viable,9.93,1600.0,53.900000000000006,0.2789758,784.0193,0.4050776,0.7792169,0.0,48.40114,11.52287,59.924009999999996,6.448855,Jawa Timur,Jawa,6.635224,0.11072730279565737
291,Gas,SAMBAR,CONOCOPHILLIPS (GRISSIK) LTD.,ONSHORE,E7. Production Not Viable,268.0,5069.0,93.79976450077918,0.1998774,160.0417,0.5343591,0.7808007,0.0,50.19762,13.44066,63.63828,13.04356,Sumatera Selatan,Sumatera,13.24931,0.20819717314798575
292,Gas,BAGAN BELADA,BOB PERTAMINA - BUMI SIAK PUSAKO,ONSHORE,E7. Production Not Viable,2.248,963.0,71.5,0.3672543,975.0449,0.7495221,0.5826476,0.0,19.3207,30.35188,49.672579999999996,10.24635,Riau,Sumatera,30.68742,0.617793961980634
293,Gas,BUMI,BOB PERTAMINA - BUMI SIAK PUSAKO,ONSHORE,E7. Production Not Viable,9.795,1297.0,56.1,0.3181729,160.4861,0.7499332,0.5845724,0.0,22.02626,0.634912,22.661172,6.950097,Riau,Sumatera,-5.577665,-0.24613312144667537
